Year,Country,Life Expetancy
01/01/2003,Honduras,71
01/01/2003,Hong Kong,81
01/01/2003,Hungary,73
01/01/2003,Iceland,81
01/01/2003,Indonesia,68
01/01/2003,Iran,71
01/01/2003,Iraq,70
01/01/2003,Ireland,78
01/01/2003,Israel,80
01/01/2003,Italy,80
01/01/2003,Jamaica,71
01/01/2003,Japan,82
01/01/2003,Jordan,72
01/01/2003,Kuwait,73
01/01/2003,Luxembourg,78
01/01/2003,Malaysia,73
01/01/2003,Malta,78
01/01/2003,Mauritius,72
01/01/2003,Mexico,75
01/01/2003,Mongolia,64
01/01/2003,Namibia,54
01/01/2003,Netherlands,79
01/01/2003,New Zealand,79
01/01/2003,Norway,79
01/01/2003,Panama,76
01/01/2003,Paraguay,71
01/01/2003,Peru,72
01/01/2003,Philippines,67
01/01/2003,Poland,75
01/01/2003,Portugal,77
01/01/2003,Qatar,77
01/01/2003,Romania,72
01/01/2003,Saudi Arabia,73
01/01/2003,South Africa,53
01/01/2003,South Korea,78
01/01/2003,Spain,80
01/01/2003,Sri Lanka,73
01/01/2003,Sweden,80
01/01/2003,Switzerland,81
01/01/2003,Thailand,72
01/01/2003,Tonga,71
01/01/2003,Trinidad Tobago,69
01/01/2003,Tunisia,74
01/01/2003,Turkey,72
01/01/2003,UAE,75
01/01/2003,United Kingdom,78
01/01/2003,United States,77
01/01/2003,Uruguay,75
01/01/2003,Venezuela,73
01/01/2003,Vietnam,74
01/01/2004,Albania,76
01/01/2004,Algeria,70
01/01/2004,Argentina,75
01/01/2004,Australia,81
01/01/2004,Austria,79
01/01/2004,Bahrain,75
01/01/2004,Barbados,74
01/01/2004,Belgium,79
01/01/2004,Belize,72
01/01/2004,Bolivia,64
01/01/2004,Botswana,52
01/01/2004,Brazil,71
01/01/2004,Brunei,77
01/01/2004,Bulgaria,72
01/01/2004,Canada,80
01/01/2004,Chile,78
01/01/2004,China,74
01/01/2004,Colombia,72
01/01/2004,Costa Rica,78
01/01/2004,Cuba,78
01/01/2004,Cyprus,79
01/01/2004,Denmark,78
01/01/2004,Dominican Rep.,71
01/01/2004,Ecuador,74
01/01/2004,Egypt,69
01/01/2004,El Salvador,71
01/01/2004,Fiji,68
01/01/2004,Finland,79
01/01/2004,France,80
01/01/2004,Gabon,60
01/01/2004,Germany,79
01/01/2004,Greece,79
01/01/2004,Guatemala,69
01/01/2004,Guyana,64
01/01/2004,Honduras,71
01/01/2004,Hong Kong,82
01/01/2004,Hungary,73
01/01/2004,Iceland,81
01/01/2004,Indonesia,69
01/01/2004,Iran,71
01/01/2004,Iraq,70
01/01/2004,Ireland,78
01/01/2004,Israel,80
01/01/2004,Italy,81
01/01/2004,Jamaica,71
01/01/2004,Japan,82
01/01/2004,Jordan,72
01/01/2004,Kuwait,73
01/01/2004,Luxembourg,79
01/01/2004,Malaysia,73
01/01/2004,Malta,78
01/01/2004,Mauritius,72
01/01/2004,Mexico,75
01/01/2004,Mongolia,65
01/01/2004,Namibia,55
01/01/2004,Netherlands,79
01/01/2004,New Zealand,79
01/01/2004,Norway,80
01/01/2004,Panama,76
01/01/2004,Paraguay,71
01/01/2004,Peru,72
01/01/2004,Philippines,67
01/01/2004,Poland,75
01/01/2004,Portugal,78
01/01/2004,Qatar,77
01/01/2004,Romania,72
01/01/2004,Saudi Arabia,74
01/01/2004,South Africa,52
01/01/2004,South Korea,78
01/01/2004,Spain,80
01/01/2004,Sri Lanka,73
01/01/2004,Sweden,80
01/01/2004,Switzerland,81
01/01/2004,Thailand,72
01/01/2004,Tonga,71
01/01/2004,Trinidad Tobago,69
01/01/2004,Tunisia,74
01/01/2004,Turkey,72
01/01/2004,UAE,75
01/01/2004,United Kingdom,79
01/01/2004,United States,77
01/01/2004,Uruguay,76
01/01/2004,Venezuela,73
01/01/2004,Vietnam,75
01/01/2005,Albania,76
01/01/2005,Algeria,70
01/01/2005,Argentina,75
01/01/2005,Australia,81
01/01/2005,Austria,79
01/01/2005,Bahrain,75
01/01/2005,Barbados,74
01/01/2005,Belgium,79
01/01/2005,Belize,72
01/01/2005,Bolivia,65
01/01/2005,Botswana,55
01/01/2005,Brazil,72
01/01/2005,Brunei,77
01/01/2005,Bulgaria,73
01/01/2005,Canada,80
01/01/2005,Chile,78
01/01/2005,China,74
01/01/2005,Colombia,72
01/01/2005,Costa Rica,78
01/01/2005,Cuba,78
01/01/2005,Cyprus,79
01/01/2005,Denmark,78
01/01/2005,Dominican Rep.,72
01/01/2005,Ecuador,75
01/01/2005,Egypt,69
01/01/2005,El Salvador,71
01/01/2005,Fiji,68
01/01/2005,Finland,79
01/01/2005,France,80
01/01/2005,Gabon,60
01/01/2005,Germany,79
01/01/2005,Greece,79
01/01/2005,Guatemala,70
01/01/2005,Guyana,64
01/01/2005,Honduras,71
01/01/2005,Hong Kong,82
01/01/2005,Hungary,73
01/01/2005,Iceland,81
01/01/2005,Indonesia,69
01/01/2005,Iran,71
01/01/2005,Iraq,69
01/01/2005,Ireland,79
01/01/2005,Israel,80
01/01/2005,Italy,81
01/01/2005,Jamaica,71
01/01/2005,Japan,82
01/01/2005,Jordan,73
01/01/2005,Kuwait,74
01/01/2005,Luxembourg,79
01/01/2005,Malaysia,74
01/01/2005,Malta,78
01/01/2005,Mauritius,72
01/01/2005,Mexico,76
01/01/2005,Mongolia,65
01/01/2005,Namibia,56
01/01/2005,Netherlands,79
01/01/2005,New Zealand,80
01/01/2005,Norway,80
01/01/2005,Panama,76
01/01/2005,Paraguay,71
01/01/2005,Peru,72
01/01/2005,Philippines,67
01/01/2005,Poland,75
01/01/2005,Portugal,78
01/01/2005,Qatar,77
01/01/2005,Romania,72
01/01/2005,Saudi Arabia,74
01/01/2005,South Africa,52
01/01/2005,South Korea,79
01/01/2005,Spain,80
01/01/2005,Sri Lanka,74
01/01/2005,Sweden,81
01/01/2005,Switzerland,81
01/01/2005,Thailand,72
01/01/2005,Tonga,71
01/01/2005,Trinidad Tobago,69
01/01/2005,Tunisia,74
01/01/2005,Turkey,72
01/01/2005,UAE,75
01/01/2005,United Kingdom,79
01/01/2005,United States,78
01/01/2005,Uruguay,76
01/01/2005,Venezuela,73
01/01/2005,Vietnam,75
01/01/2006,Albania,76
01/01/2006,Algeria,70
01/01/2006,Argentina,75
01/01/2006,Australia,81
01/01/2006,Austria,80
01/01/2006,Bahrain,76
01/01/2006,Barbados,74
01/01/2006,Belgium,79
01/01/2006,Belize,72
01/01/2006,Bolivia,65
01/01/2006,Botswana,57
01/01/2006,Brazil,72
01/01/2006,Brunei,77
01/01/2006,Bulgaria,73
01/01/2006,Canada,80
01/01/2006,Chile,78
01/01/2006,China,74
01/01/2006,Colombia,73
01/01/2006,Costa Rica,79
01/01/2006,Cuba,78
01/01/2006,Cyprus,79
01/01/2006,Denmark,78
01/01/2006,Dominican Rep.,72
01/01/2006,Ecuador,75
01/01/2006,Egypt,70
01/01/2006,El Salvador,71
01/01/2006,Fiji,69
01/01/2006,Finland,79
01/01/2006,France,80
01/01/2006,Gabon,60
01/01/2006,Germany,79
01/01/2006,Greece,80
01/01/2006,Guatemala,70
01/01/2006,Guyana,65
01/01/2006,Honduras,72
01/01/2006,Hong Kong,82
01/01/2006,Hungary,74
01/01/2006,Iceland,81
01/01/2006,Indonesia,69
01/01/2006,Iran,72
01/01/2006,Iraq,69
01/01/2006,Ireland,79
01/01/2006,Israel,80
01/01/2006,Italy,81
01/01/2006,Jamaica,72
01/01/2006,Japan,82
01/01/2006,Jordan,73
01/01/2006,Kuwait,74
01/01/2006,Luxembourg,79
01/01/2006,Malaysia,74
01/01/2006,Malta,79
01/01/2006,Mauritius,73
01/01/2006,Mexico,76
01/01/2006,Mongolia,66
01/01/2006,Namibia,57
01/01/2006,Netherlands,80
01/01/2006,New Zealand,80
01/01/2006,Norway,80
01/01/2006,Panama,76
01/01/2006,Paraguay,72
01/01/2006,Peru,73
01/01/2006,Philippines,68
01/01/2006,Poland,75
01/01/2006,Portugal,78
01/01/2006,Qatar,77
01/01/2006,Romania,73
01/01/2006,Saudi Arabia,74
01/01/2006,South Africa,52
01/01/2006,South Korea,79
01/01/2006,Spain,81
01/01/2006,Sri Lanka,74
01/01/2006,Sweden,81
01/01/2006,Switzerland,81
01/01/2006,Thailand,73
01/01/2006,Tonga,72
01/01/2006,Trinidad Tobago,69
01/01/2006,Tunisia,74
01/01/2006,Turkey,73
01/01/2006,UAE,76
01/01/2006,United Kingdom,79
01/01/2006,United States,78
01/01/2006,Uruguay,76
01/01/2006,Venezuela,73
01/01/2006,Vietnam,75
01/01/2007,Albania,76
01/01/2007,Algeria,70
01/01/2007,Argentina,75
01/01/2007,Australia,82
01/01/2007,Austria,80
01/01/2007,Bahrain,76
01/01/2007,Barbados,74
01/01/2007,Belgium,79
01/01/2007,Belize,73
01/01/2007,Bolivia,65
01/01/2007,Botswana,59
01/01/2007,Brazil,72
01/01/2007,Brunei,77
01/01/2007,Bulgaria,73
01/01/2007,Canada,80
01/01/2007,Chile,79
01/01/2007,China,74
01/01/2007,Colombia,73
01/01/2007,Costa Rica,79
01/01/2007,Cuba,78
01/01/2007,Cyprus,79
01/01/2007,Denmark,78
01/01/2007,Dominican Rep.,72
01/01/2007,Ecuador,75
01/01/2007,Egypt,70
01/01/2007,El Salvador,71
01/01/2007,Fiji,69
01/01/2007,Finland,79
01/01/2007,France,81
01/01/2007,Gabon,61
01/01/2007,Germany,80
01/01/2007,Greece,80
01/01/2007,Guatemala,70
01/01/2007,Guyana,65
01/01/2007,Honduras,72
01/01/2007,Hong Kong,82
01/01/2007,Hungary,74
01/01/2007,Iceland,81
01/01/2007,Indonesia,69
01/01/2007,Iran,72
01/01/2007,Iraq,69
01/01/2007,Ireland,79
01/01/2007,Israel,81
01/01/2007,Italy,81
01/01/2007,Jamaica,72
01/01/2007,Japan,83
01/01/2007,Jordan,73
01/01/2007,Kuwait,74
01/01/2007,Luxembourg,79
01/01/2007,Malaysia,74
01/01/2007,Malta,79
01/01/2007,Mauritius,73
01/01/2007,Mexico,76
01/01/2007,Mongolia,66
01/01/2007,Namibia,59
01/01/2007,Netherlands,80
01/01/2007,New Zealand,80
01/01/2007,Norway,80
01/01/2007,Panama,76
01/01/2007,Paraguay,72
01/01/2007,Peru,73
01/01/2007,Philippines,68
01/01/2007,Poland,75
01/01/2007,Portugal,79
01/01/2007,Qatar,78
01/01/2007,Romania,73
01/01/2007,Saudi Arabia,74
01/01/2007,South Africa,52
01/01/2007,South Korea,80
01/01/2007,Spain,81
01/01/2007,Sri Lanka,74
01/01/2007,Sweden,81
01/01/2007,Switzerland,82
01/01/2007,Thailand,73
01/01/2007,Tonga,72
01/01/2007,Trinidad Tobago,69
01/01/2007,Tunisia,75
01/01/2007,Turkey,73
01/01/2007,UAE,76
01/01/2007,United Kingdom,80
01/01/2007,United States,78
01/01/2007,Uruguay,76
01/01/2007,Venezuela,74
01/01/2007,Vietnam,75
01/01/2008,Albania,76
01/01/2008,Algeria,70
01/01/2008,Argentina,75
01/01/2008,Australia,82
01/01/2008,Austria,80
01/01/2008,Bahrain,76
01/01/2008,Barbados,75
01/01/2008,Belgium,80
01/01/2008,Belize,73
01/01/2008,Bolivia,66
01/01/2008,Botswana,61
01/01/2008,Brazil,73
01/01/2008,Brunei,78
01/01/2008,Bulgaria,73
01/01/2008,Canada,81
01/01/2008,Chile,79
01/01/2008,China,75
01/01/2008,Colombia,73
01/01/2008,Costa Rica,79
01/01/2008,Cuba,78
01/01/2008,Cyprus,79
01/01/2008,Denmark,79
01/01/2008,Dominican Rep.,72
01/01/2008,Ecuador,75
01/01/2008,Egypt,70
01/01/2008,El Salvador,71
01/01/2008,Fiji,69
01/01/2008,Finland,80
01/01/2008,France,81
01/01/2008,Gabon,61
01/01/2008,Germany,80
01/01/2008,Greece,80
01/01/2008,Guatemala,70
01/01/2008,Guyana,65
01/01/2008,Honduras,72
01/01/2008,Hong Kong,82
01/01/2008,Hungary,74
01/01/2008,Iceland,81
01/01/2008,Indonesia,70
01/01/2008,Iran,72
01/01/2008,Iraq,69
01/01/2008,Ireland,80
01/01/2008,Israel,81
01/01/2008,Italy,82
01/01/2008,Jamaica,72
01/01/2008,Japan,83
01/01/2008,Jordan,73
01/01/2008,Kuwait,74
01/01/2008,Luxembourg,80
01/01/2008,Malaysia,74
01/01/2008,Malta,79
01/01/2008,Mauritius,73
01/01/2008,Mexico,76
01/01/2008,Mongolia,66
01/01/2008,Namibia,60
01/01/2008,Netherlands,80
01/01/2008,New Zealand,80
01/01/2008,Norway,81
01/01/2008,Panama,77
01/01/2008,Paraguay,72
01/01/2008,Peru,73
01/01/2008,Philippines,68
01/01/2008,Poland,76
01/01/2008,Portugal,79
01/01/2008,Qatar,78
01/01/2008,Romania,73
01/01/2008,Saudi Arabia,74
01/01/2008,South Africa,53
01/01/2008,South Korea,80
01/01/2008,Spain,81
01/01/2008,Sri Lanka,74
01/01/2008,Sweden,81
01/01/2008,Switzerland,82
01/01/2008,Thailand,73
01/01/2008,Tonga,72
01/01/2008,Trinidad Tobago,69
01/01/2008,Tunisia,75
01/01/2008,Turkey,74
01/01/2008,UAE,76
01/01/2008,United Kingdom,80
01/01/2008,United States,78
01/01/2008,Uruguay,76
01/01/2008,Venezuela,74
01/01/2008,Vietnam,75
01/01/2009,Albania,77
01/01/2009,Algeria,70
01/01/2009,Argentina,76
01/01/2009,Australia,82
01/01/2009,Austria,80
01/01/2009,Bahrain,76
01/01/2009,Barbados,75
01/01/2009,Belgium,80
01/01/2009,Belize,73
01/01/2009,Bolivia,66
01/01/2009,Botswana,62
01/01/2009,Brazil,73
01/01/2009,Brunei,78
01/01/2009,Bulgaria,73
01/01/2009,Canada,81
01/01/2009,Chile,79
01/01/2009,China,75
01/01/2009,Colombia,73
01/01/2009,Costa Rica,79
01/01/2009,Cuba,79
01/01/2009,Cyprus,79
01/01/2009,Denmark,79
01/01/2009,Dominican Rep.,73
01/01/2009,Ecuador,75
01/01/2009,Egypt,70
01/01/2009,El Salvador,72
01/01/2009,Fiji,69
01/01/2009,Finland,80
01/01/2009,France,81
01/01/2009,Gabon,62
01/01/2009,Germany,80
01/01/2009,Greece,80
01/01/2009,Guatemala,71
01/01/2009,Guyana,66
01/01/2009,Honduras,73
01/01/2009,Hong Kong,83
01/01/2009,Hungary,74
01/01/2009,Iceland,82
01/01/2009,Indonesia,70
01/01/2009,Iran,73
01/01/2009,Iraq,69
01/01/2009,Ireland,80
01/01/2009,Israel,81
01/01/2009,Italy,82
01/01/2009,Jamaica,73
01/01/2009,Japan,83
01/01/2009,Jordan,73
01/01/2009,Kuwait,74
01/01/2009,Luxembourg,80
01/01/2009,Malaysia,74
01/01/2009,Malta,79
01/01/2009,Mauritius,73
01/01/2009,Mexico,77
01/01/2009,Mongolia,67
01/01/2009,Namibia,62
01/01/2009,Netherlands,80
01/01/2009,New Zealand,81
01/01/2009,Norway,81
01/01/2009,Panama,77
01/01/2009,Paraguay,72
01/01/2009,Peru,74
01/01/2009,Philippines,68
01/01/2009,Poland,76
01/01/2009,Portugal,79
01/01/2009,Qatar,78
01/01/2009,Romania,73
01/01/2009,Saudi Arabia,75
01/01/2009,South Africa,54
01/01/2009,South Korea,80
01/01/2009,Spain,81
01/01/2009,Sri Lanka,74
01/01/2009,Sweden,81
01/01/2009,Switzerland,82
01/01/2009,Thailand,74
01/01/2009,Tonga,72
01/01/2009,Trinidad Tobago,69
01/01/2009,Tunisia,75
01/01/2009,Turkey,74
01/01/2009,UAE,76
01/01/2009,United Kingdom,80
01/01/2009,United States,78
01/01/2009,Uruguay,77
01/01/2009,Venezuela,74
01/01/2009,Vietnam,75
01/01/2010,Albania,77
01/01/2010,Algeria,71
01/01/2010,Argentina,76
01/01/2010,Australia,82
01/01/2010,Austria,81
01/01/2010,Bahrain,76
01/01/2010,Barbados,75
01/01/2010,Belgium,80
01/01/2010,Belize,73
01/01/2010,Bolivia,66
01/01/2010,Botswana,63
01/01/2010,Brazil,73
01/01/2010,Brunei,78
01/01/2010,Bulgaria,73
01/01/2010,Canada,81
01/01/2010,Chile,79
01/01/2010,China,75
01/01/2010,Colombia,73
01/01/2010,Costa Rica,79
01/01/2010,Cuba,79
01/01/2010,Cyprus,79
01/01/2010,Denmark,79
01/01/2010,Dominican Rep.,73
01/01/2010,Ecuador,76
01/01/2010,Egypt,70
01/01/2010,El Salvador,72
01/01/2010,Fiji,69
01/01/2010,Finland,80
01/01/2010,France,81
01/01/2010,Gabon,62
01/01/2010,Germany,80
01/01/2010,Greece,80
01/01/2010,Guatemala,71
01/01/2010,Guyana,66
01/01/2010,Honduras,73
01/01/2010,Hong Kong,83
01/01/2010,Hungary,74
01/01/2010,Iceland,82
01/01/2010,Indonesia,70
01/01/2010,Iran,73
01/01/2010,Iraq,69
01/01/2010,Ireland,80
01/01/2010,Israel,81
01/01/2010,Italy,82
01/01/2010,Jamaica,73
01/01/2010,Japan,83
01/01/2010,Jordan,73
01/01/2010,Kuwait,74
01/01/2010,Luxembourg,80
01/01/2010,Malaysia,74
01/01/2010,Malta,79
01/01/2010,Mauritius,73
01/01/2010,Mexico,77
01/01/2010,Mongolia,67
01/01/2010,Namibia,63
01/01/2010,Netherlands,81
01/01/2010,New Zealand,81
01/01/2010,Norway,81
01/01/2010,Panama,77
01/01/2010,Paraguay,72
01/01/2010,Peru,74
01/01/2010,Philippines,68
01/01/2010,Poland,76
01/01/2010,Portugal,79
01/01/2010,Qatar,78
01/01/2010,Romania,73
01/01/2010,Saudi Arabia,75
01/01/2010,South Africa,55
01/01/2010,South Korea,81
01/01/2010,Spain,82
01/01/2010,Sri Lanka,74
01/01/2010,Sweden,81
01/01/2010,Switzerland,82
01/01/2010,Thailand,74
01/01/2010,Tonga,72
01/01/2010,Trinidad Tobago,70
01/01/2010,Tunisia,75
01/01/2010,Turkey,74
01/01/2010,UAE,76
01/01/2010,United Kingdom,80
01/01/2010,United States,79
01/01/2010,Uruguay,77
01/01/2010,Venezuela,74
01/01/2010,Vietnam,75
01/01/2011,Albania,77
01/01/2011,Algeria,71
01/01/2011,Argentina,76
01/01/2011,Australia,82
01/01/2011,Austria,81
01/01/2011,Bahrain,76
01/01/2011,Barbados,75
01/01/2011,Belgium,80
01/01/2011,Belize,73
01/01/2011,Bolivia,67
01/01/2011,Botswana,64
01/01/2011,Brazil,73
01/01/2011,Brunei,78
01/01/2011,Bulgaria,73
01/01/2011,Canada,81
01/01/2011,Chile,79
01/01/2011,China,75
01/01/2011,Colombia,74
01/01/2011,Costa Rica,79
01/01/2011,Cuba,79
01/01/2011,Cyprus,80
01/01/2011,Denmark,79
01/01/2011,Dominican Rep.,73
01/01/2011,Ecuador,76
01/01/2011,Egypt,71
01/01/2011,El Salvador,72
01/01/2011,Fiji,69
01/01/2011,Finland,80
01/01/2011,France,82
01/01/2011,Gabon,63
01/01/2011,Germany,80
01/01/2011,Greece,80
01/01/2011,Guatemala,71
01/01/2011,Guyana,66
01/01/2011,Honduras,73
01/01/2011,Hong Kong,83
01/01/2011,Hungary,74
01/01/2011,Iceland,82
01/01/2011,Indonesia,70
01/01/2011,Iran,73
01/01/2011,Iraq,69
01/01/2011,Ireland,80
01/01/2011,Israel,81
01/01/2011,Italy,82
01/01/2011,Jamaica,73
01/01/2011,Japan,83
01/01/2011,Jordan,74
01/01/2011,Kuwait,74
01/01/2011,Luxembourg,80
01/01/2011,Malaysia,75
01/01/2011,Malta,79
01/01/2011,Mauritius,73
01/01/2011,Mexico,77
01/01/2011,Mongolia,67
01/01/2011,Namibia,63
01/01/2011,Netherlands,81
01/01/2011,New Zealand,81
01/01/2011,Norway,81
01/01/2011,Panama,77
01/01/2011,Paraguay,72
01/01/2011,Peru,74
01/01/2011,Philippines,68
01/01/2011,Poland,76
01/01/2011,Portugal,80
01/01/2011,Qatar,78
01/01/2011,Romania,74
01/01/2011,Saudi Arabia,75
01/01/2011,South Africa,55
01/01/2011,South Korea,81
01/01/2011,Spain,82
01/01/2011,Sri Lanka,74
01/01/2011,Sweden,82
01/01/2011,Switzerland,82
01/01/2011,Thailand,74
01/01/2011,Tonga,72
01/01/2011,Trinidad Tobago,70
01/01/2011,Tunisia,75
01/01/2011,Turkey,75
01/01/2011,UAE,77
01/01/2011,United Kingdom,80
01/01/2011,United States,79
01/01/2011,Uruguay,77
01/01/2011,Venezuela,74
01/01/2011,Vietnam,76
01/01/2012,Albania,77
01/01/2012,Algeria,71
01/01/2012,Argentina,76
01/01/2012,Australia,82
01/01/2012,Austria,81
01/01/2012,Bahrain,76
01/01/2012,Barbados,75
01/01/2012,Belgium,80
01/01/2012,Belize,74
01/01/2012,Bolivia,67
01/01/2012,Botswana,64
01/01/2012,Brazil,74
01/01/2012,Brunei,78
01/01/2012,Bulgaria,73
01/01/2012,Canada,81
01/01/2012,Chile,80
01/01/2012,China,75
01/01/2012,Colombia,74
01/01/2012,Costa Rica,80
01/01/2012,Cuba,79
01/01/2012,Cyprus,80
01/01/2012,Denmark,79
01/01/2012,Dominican Rep.,73
01/01/2012,Ecuador,76
01/01/2012,Egypt,71
01/01/2012,El Salvador,72
01/01/2012,Fiji,70
01/01/2012,Finland,80
01/01/2012,France,82
01/01/2012,Gabon,63
01/01/2012,Germany,81
01/01/2012,Greece,81
01/01/2012,Guatemala,72
01/01/2012,Guyana,66
01/01/2012,Honduras,74
01/01/2012,Hong Kong,83
01/01/2012,Hungary,74
01/01/2012,Iceland,82
01/01/2012,Indonesia,71
01/01/2012,Iran,74
01/01/2012,Iraq,69
01/01/2012,Ireland,81
01/01/2012,Israel,82
01/01/2012,Italy,82
01/01/2012,Jamaica,73
01/01/2012,Japan,83
01/01/2012,Jordan,74
01/01/2012,Kuwait,74
01/01/2012,Luxembourg,80
01/01/2012,Malaysia,75
01/01/2012,Malta,80
01/01/2012,Mauritius,73
01/01/2012,Mexico,77
01/01/2012,Mongolia,67
01/01/2012,Namibia,64
01/01/2012,Netherlands,81
01/01/2012,New Zealand,81
01/01/2012,Norway,81
01/01/2012,Panama,77
01/01/2012,Paraguay,72
01/01/2012,Peru,75
01/01/2012,Philippines,69
01/01/2012,Poland,76
01/01/2012,Portugal,80
01/01/2012,Qatar,78
01/01/2012,Romania,74
01/01/2012,Saudi Arabia,75
01/01/2012,South Africa,56
01/01/2012,South Korea,81
01/01/2012,Spain,82
01/01/2012,Sri Lanka,74
01/01/2012,Sweden,82
01/01/2012,Switzerland,82
01/01/2012,Thailand,74
01/01/2012,Tonga,73
01/01/2012,Trinidad Tobago,70
01/01/2012,Tunisia,76
01/01/2012,Turkey,75
01/01/2012,UAE,77
01/01/2012,United Kingdom,80
01/01/2012,United States,79
01/01/2012,Uruguay,77
01/01/2012,Venezuela,74
01/01/2012,Vietnam,76
01/01/2013,Albania,77
01/01/2013,Algeria,71
01/01/2013,Argentina,76
01/01/2013,Australia,82
01/01/2013,Austria,81
01/01/2013,Bahrain,77
01/01/2013,Barbados,75
01/01/2013,Belgium,81
01/01/2013,Belize,74
01/01/2013,Bolivia,67
01/01/2013,Botswana,64
01/01/2013,Brazil,74
01/01/2013,Brunei,79
01/01/2013,Bulgaria,74
01/01/2013,Canada,81
01/01/2013,Chile,80
01/01/2013,China,75
01/01/2013,Colombia,74
01/01/2013,Costa Rica,80
01/01/2013,Cuba,79
01/01/2013,Cyprus,80
01/01/2013,Denmark,79
01/01/2013,Dominican Rep.,73
01/01/2013,Ecuador,76
01/01/2013,Egypt,71
01/01/2013,El Salvador,73
01/01/2013,Fiji,70
01/01/2013,Finland,81
01/01/2013,France,82
01/01/2013,Gabon,63
01/01/2013,Germany,81
01/01/2013,Greece,81
01/01/2013,Guatemala,72
01/01/2013,Guyana,66
01/01/2013,Honduras,74
01/01/2013,Hong Kong,83
01/01/2013,Hungary,75
01/01/2013,Iceland,82
01/01/2013,Indonesia,71
01/01/2013,Iran,74
01/01/2013,Iraq,69
01/01/2013,Ireland,81
01/01/2013,Israel,82
01/01/2013,Italy,82
01/01/2013,Jamaica,74
01/01/2013,Japan,84
01/01/2013,Jordan,74
01/01/2013,Kuwait,74
01/01/2013,Luxembourg,81
01/01/2013,Malaysia,75
01/01/2013,Malta,80
01/01/2013,Mauritius,74
01/01/2013,Mexico,78
01/01/2013,Mongolia,68
01/01/2013,Namibia,64
01/01/2013,Netherlands,81
01/01/2013,New Zealand,81
01/01/2013,Norway,82
01/01/2013,Panama,78
01/01/2013,Paraguay,72
01/01/2013,Peru,75
01/01/2013,Philippines,69
01/01/2013,Poland,76
01/01/2013,Portugal,80
01/01/2013,Qatar,78
01/01/2013,Romania,74
01/01/2013,Saudi Arabia,75
01/01/2013,South Africa,57
01/01/2013,South Korea,82
01/01/2013,Spain,82
01/01/2013,Sri Lanka,74
01/01/2013,Sweden,82
01/01/2013,Switzerland,83
01/01/2013,Thailand,74
01/01/2013,Tonga,73
01/01/2013,Trinidad Tobago,70
01/01/2013,Tunisia,76
01/01/2013,Turkey,75
01/01/2013,UAE,77
01/01/2013,United Kingdom,81
01/01/2013,United States,79
01/01/2013,Uruguay,77
01/01/2013,Venezuela,75
01/01/2013,Vietnam,76
